REPORT_ID,UND_UNIT_NUMBER,CASUALTY_NUMBER,Casualty Type,Sex_x,AGE,Position In Veh,Thrown Out,Injury Extent,Seat Belt,Unit Type,Licence Type,Unit Movement,Number Occupants,Stats Area,Total Units,Total Cas,Day,Time,Area Speed,Position Type,Horizontal Align,Vertical Align,Moisture Cond,Weather Cond,DayNight,Crash Type,Traffic Ctrls
2017-4487-15/08/2019,2,1,Rider,Female,032,,Thrown Out,By Private,,Pedal Cycle,,Straight Ahead,1.0,3 Country,2,1,Monday,01:15 pm,25,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Right Turn,No Control
2017-4488-15/08/2019,1,1,Passenger,Female,070,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Full,U Turn,2.0,2 Metropolitan,2,1,Monday,02:52 pm,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-4489-15/08/2019,1,1,Pedestrian,Female,078,,,Treated at Hospital,,Pedestrian on Road,,Crossing without Control,,2 Metropolitan,2,1,Monday,04:00 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2017-4495-15/08/2019,2,1,Rider,Male,052,,Thrown Out,By Private,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,06:00 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Right Angle,No Control
2017-4501-15/08/2019,3,1,Rider,Female,023,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Unknown,Straight Ahead,1.0,3 Country,3,1,Monday,04:45 pm,110,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Animal,No Control
2017-4506-15/08/2019,1,1,Driver,Male,043,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Monday,04:30 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-4509-15/08/2019,2,1,Pedestrian,Female,013,,,Treated at Hospital,,Pedestrian on Road,,Crossing without Control,,2 Metropolitan,2,1,Tuesday,08:18 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Hit Pedestrian,No Control
2017-4511-15/08/2019,2,1,Driver,Male,030,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Tuesday,08:30 am,50,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2017-4514-15/08/2019,1,1,Driver,Female,042,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Right Turn,1.0,1 City,2,1,Monday,01:15 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-4516-15/08/2019,1,1,Driver,Male,044,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,3.0,2 Metropolitan,2,1,Tuesday,08:20 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4519-15/08/2019,1,1,Driver,Male,023,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,07:10 am,100,Not Divided,Straight road,Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-4521-15/08/2019,2,1,Rider,Female,056,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Monday,04:20 pm,50,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-4522-15/08/2019,1,1,Driver,Male,027,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,07:20 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4535-15/08/2019,2,1,Pedestrian,Female,018,,,Treated at Hospital,,Pedestrian on Road,,Crossing with Traffic Signals,,2 Metropolitan,2,1,Monday,04:30 pm,60,T-Junction,Straight road,Bottom of Hill,Dry,Not Raining,Daylight,Hit Pedestrian,Traffic Signals
2017-4536-15/08/2019,1,1,Driver,Female,030,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,2,1,Tuesday,02:45 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Head On,No Control
2017-4542-15/08/2019,1,1,Driver,Female,038,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Tuesday,03:00 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Stop Sign
2017-4549-15/08/2019,1,1,Driver,Male,028,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Unknown,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,05:10 am,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2017-4549-15/08/2019,1,2,Passenger,Male,022,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Unknown,Straight Ahead,2.0,2 Metropolitan,2,2,Tuesday,05:10 am,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2017-4556-15/08/2019,1,1,Driver,Female,039,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,3,Wednesday,08:45 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4556-15/08/2019,2,1,Driver,Female,017,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Straight Ahead,3.0,2 Metropolitan,2,3,Wednesday,08:45 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4556-15/08/2019,2,2,Passenger,Female,015,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Straight Ahead,3.0,2 Metropolitan,2,3,Wednesday,08:45 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4557-15/08/2019,2,1,Driver,Female,020,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,3,1,Wednesday,08:50 am,70,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4558-15/08/2019,2,1,Driver,Female,033,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,08:30 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4561-15/08/2019,1,1,Driver,Female,025,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Learners,Stopped on Carriageway,3.0,2 Metropolitan,2,1,Wednesday,10:00 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
2017-4566-15/08/2019,2,1,Rider,Male,033,Rider of Motorcycle,Thrown Out,Admitted to Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,10:30 am,80,T-Junction,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Right Turn,Stop Sign
2017-4569-15/08/2019,1,1,Driver,Female,XXX,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,3 Country,2,1,Wednesday,09:52 am,100,Not Divided,"CURVED, VIEW OPEN",Bottom of Hill,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-4573-15/08/2019,1,1,Driver,Male,053,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,05:09 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2017-4574-15/08/2019,1,1,Driver,Male,058,Driver,Not Thrown Out,Fatal,Fitted - Unknown if Worn,Utility,Full,Straight Ahead,1.0,3 Country,2,1,Wednesday,02:00 pm,100,Not Divided,"CURVED, VIEW OPEN",Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-4585-15/08/2019,1,1,Rider,Male,031,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Wednesday,04:00 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,Traffic Signals
2017-4587-15/08/2019,2,1,Rider,Male,020,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,1 City,2,1,Wednesday,09:30 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Night,Hit Parked Vehicle,No Control
2017-4589-15/08/2019,2,1,Rider,Male,XXX,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,07:40 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,No Control
2017-4593-15/08/2019,1,1,Driver,Male,032,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Full,Straight Ahead,1.0,2 Metropolitan,5,1,Wednesday,09:30 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-4598-15/08/2019,2,1,Driver,Female,042,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,08:45 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-4604-15/08/2019,1,1,Driver,Female,042,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,07:50 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-4607-15/08/2019,2,1,Driver,Female,030,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,02:05 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-4609-15/08/2019,1,1,Driver,Male,016,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Unlicenced,Straight Ahead,2.0,2 Metropolitan,2,1,Thursday,04:00 pm,60,Divided Road,Straight road,Slope,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-4611-15/08/2019,1,1,Rider,Female,025,,Thrown Out,By Private,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,06:20 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,No Control
2017-4613-15/08/2019,2,1,Passenger,Female,010,Rear Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Utility,Full,Straight Ahead,4.0,2 Metropolitan,2,2,Thursday,03:50 pm,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
2017-4613-15/08/2019,2,2,Passenger,Male,009,Rear Seat Middle Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Utility,Full,Straight Ahead,4.0,2 Metropolitan,2,2,Thursday,03:50 pm,60,T-Junction,Straight road,Slope,Dry,Not Raining,Daylight,Rear End,No Control
2017-4614-15/08/2019,1,1,Rider,Male,039,,Thrown Out,Admitted to Hospital,,Pedal Cycle,,Straight Ahead,1.0,2 Metropolitan,2,1,Tuesday,08:30 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Turn,Give Way Sign
2017-4615-15/08/2019,2,1,Driver,Female,051,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,03:50 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4619-15/08/2019,2,1,Driver,Male,017,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Right Turn,2.0,2 Metropolitan,2,1,Thursday,04:50 pm,100,T-Junction,"CURVED, VIEW OPEN",Slope,Dry,Not Raining,Daylight,Right Angle,No Control
2017-4622-15/08/2019,2,1,Passenger,Female,034,Rear Seat Right Passenger,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,2 Metropolitan,2,1,Thursday,06:19 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Turn,Traffic Signals
2017-4623-15/08/2019,1,1,Driver,Male,054,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,3.0,2 Metropolitan,2,3,Thursday,05:45 pm,90,Freeway,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-4623-15/08/2019,1,2,Passenger,Female,051,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,3.0,2 Metropolitan,2,3,Thursday,05:45 pm,90,Freeway,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-4623-15/08/2019,1,3,Passenger,Female,003,Rear Seat Middle Passenger,Not Thrown Out,Treated at Hospital,Child Restraint - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,3.0,2 Metropolitan,2,3,Thursday,05:45 pm,90,Freeway,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-4627-15/08/2019,1,1,Driver,Female,023,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,07:32 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-4628-15/08/2019,1,1,Rider,Male,019,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Scooter,Full,Straight Ahead,1.0,1 City,2,1,Thursday,06:20 pm,60,Not Divided,Straight road,Level,Dry,Not Raining,Night,Right Angle,No Control
2017-4629-15/08/2019,2,1,Driver,Female,071,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,07:12 pm,60,Freeway,Straight road,Level,Dry,Not Raining,Night,Side Swipe,No Control
2017-4632-15/08/2019,2,1,Driver,Male,048,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,10:20 pm,90,Cross Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,Stop Sign
2017-4633-15/08/2019,2,1,Driver,Male,040,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Thursday,10:55 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Right Angle,No Control
2017-4635-15/08/2019,1,1,Driver,Male,016,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Unlicenced,Entering Private Driveway,1.0,2 Metropolitan,2,1,Thursday,01:52 am,60,Divided Road,Straight road,Level,Dry,Not Raining,Night,Roll Over,No Control
2017-4637-15/08/2019,1,1,Driver,Female,048,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Station Wagon,Unlicenced,Straight Ahead,1.0,3 Country,2,1,Friday,05:30 am,100,T-Junction,Straight road,Level,Dry,Not Raining,Night,Hit Fixed Object,No Control
2017-4638-15/08/2019,2,1,Driver,Male,036,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Straight Ahead,2.0,2 Metropolitan,3,1,Friday,06:30 am,90,Freeway,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-4641-15/08/2019,1,1,Driver,Male,032,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Unknown if Worn,Utility,Full,Straight Ahead,1.0,3 Country,2,1,Thursday,10:50 pm,110,Not Divided,Straight road,Level,Dry,Not Raining,Night,Roll Over,No Control
2017-4643-15/08/2019,2,1,Driver,Female,045,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Unknown,Leaving Private Driveway,1.0,2 Metropolitan,3,1,Friday,09:30 am,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-4644-15/08/2019,1,1,Driver,Female,033,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Thursday,10:20 am,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4646-15/08/2019,2,1,Rider,Male,070,,Thrown Out,Treated at Hospital,,Pedal Cycle,,Straight Ahead,1.0,3 Country,2,1,Friday,10:20 am,80,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-4647-15/08/2019,1,1,Driver,Male,047,Driver,Not Thrown Out,By Private,Fitted - Worn,Station Wagon,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Wednesday,06:40 am,60,Rail Xing,"CURVED, VIEW OBSCURED",Level,Dry,Not Raining,Night,Rear End,Traffic Signals
2017-4648-15/08/2019,2,1,Driver,Female,050,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,09:54 am,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-4650-15/08/2019,1,1,Driver,Male,039,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Overtaking - on Right,1.0,3 Country,3,1,Thursday,12:00 pm,100,Not Divided,"CURVED, VIEW OBSCURED",Slope,Dry,Not Raining,Daylight,Head On,No Control
2017-4652-15/08/2019,1,1,Driver,Female,050,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,3,1,Friday,09:30 am,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Parked Vehicle,No Control
2017-4656-15/08/2019,1,1,Driver,Female,027,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,09:45 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-4657-15/08/2019,1,1,Driver,Male,056,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Friday,06:20 am,100,Not Divided,Straight road,Bottom of Hill,Dry,Not Raining,Night,Hit Fixed Object,No Control
2017-4661-15/08/2019,1,1,Driver,Female,086,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Parking - Parallel,1.0,3 Country,3,1,Friday,12:05 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-4663-15/08/2019,1,1,Driver,Female,054,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,08:10 am,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
2017-4670-15/08/2019,1,1,Driver,Female,024,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,04:30 pm,60,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,Roundabout
2017-4671-15/08/2019,2,1,Driver,Female,070,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Friday,04:00 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-4672-15/08/2019,1,1,Driver,Male,036,Driver,Not Thrown Out,By Private,Fitted - Worn,Utility,Full,Stopped on Carriageway,1.0,2 Metropolitan,2,1,Friday,04:00 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4673-15/08/2019,1,1,Passenger,Female,088,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,3,1,Friday,01:20 pm,60,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,No Control
2017-4675-15/08/2019,1,1,Driver,Female,079,Driver,Not Thrown Out,Admitted to Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,3 Country,2,1,Friday,03:55 pm,50,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Hit Fixed Object,No Control
2017-4676-15/08/2019,1,1,Driver,Male,018,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Provisional 1 ,Swerving,1.0,3 Country,2,1,Wednesday,02:20 pm,110,Divided Road,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
2017-4682-15/08/2019,3,1,Driver,Female,022,Driver,Not Thrown Out,By Private,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,2.0,2 Metropolitan,3,1,Friday,06:15 pm,60,T-Junction,Straight road,Level,Dry,Not Raining,Night,Rear End,No Control
2017-4691-15/08/2019,1,1,Driver,Female,020,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,3 Country,1,3,Saturday,04:45 am,110,Divided Road,Straight road,Level,Dry,Not Raining,Night,Roll Over,No Control
2017-4691-15/08/2019,1,2,Passenger,Male,XXX,Rear Seat Right Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,3 Country,1,3,Saturday,04:45 am,110,Divided Road,Straight road,Level,Dry,Not Raining,Night,Roll Over,No Control
2017-4691-15/08/2019,1,3,Passenger,Female,XXX,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,3.0,3 Country,1,3,Saturday,04:45 am,110,Divided Road,Straight road,Level,Dry,Not Raining,Night,Roll Over,No Control
2017-4694-15/08/2019,1,1,Rider,Male,045,Rider of Motorcycle,Thrown Out,Treated at Hospital,,Motor Cycle,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,08:25 am,70,T-Junction,Straight road,Level,Dry,Not Raining,Daylight,Right Angle,No Control
2017-4695-15/08/2019,1,1,Passenger,Female,017,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Stopped on Carriageway,2.0,2 Metropolitan,2,1,Friday,12:19 pm,80,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Traffic Signals
2017-4696-15/08/2019,1,1,Driver,Male,029,Driver,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Unlicenced,Straight Ahead,3.0,2 Metropolitan,2,3,Saturday,10:00 am,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
2017-4696-15/08/2019,1,2,Passenger,Female,019,Front Seat Left Passenger,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Unlicenced,Straight Ahead,3.0,2 Metropolitan,2,3,Saturday,10:00 am,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
2017-4696-15/08/2019,1,3,Passenger,Male,021,Rear Seat Middle Passenger,Not Thrown Out,Treated at Hospital,Fitted - Unknown if Worn,Motor Cars - Sedan,Unlicenced,Straight Ahead,3.0,2 Metropolitan,2,3,Saturday,10:00 am,50,Cross Road,Straight road,Level,Dry,Not Raining,Daylight,Rear End,Roundabout
2017-4697-15/08/2019,1,1,Driver,Female,053,Driver,Not Thrown Out,Treated at Hospital,Fitted - Worn,Motor Cars - Sedan,Full,Straight Ahead,1.0,2 Metropolitan,2,1,Saturday,11:05 am,70,Not Divided,Straight road,Level,Dry,Not Raining,Daylight,Side Swipe,No Control
